unique_squirrel_id,area_name,area_id,park_name,park_id,primary_fur_color,highlights_in_fur_color,location,above_ground_height_in_feet,specific_location,interactions_with_humans,lat,long,lat_long,activity
D-22-34,BROOKLYN,D,McCarren Park,22,2,Cinnamon,2,15,NA,Indifferent,40.721181,-73.951255,POINT (-73.951255 40.721181),0
D-22-35,BROOKLYN,D,McCarren Park,22,2,Cinnamon,2,15,NA,NA,40.721181,-73.951255,POINT (-73.951255 40.721181),0
D-22-36,BROOKLYN,D,McCarren Park,22,2,"Gray, Cinnamon",1,NA,NA,NA,40.72112,-73.95104,POINT (-73.95104 40.72112),2
D-22-37,BROOKLYN,D,McCarren Park,22,1,Gray,1,NA,NA,Indifferent,40.721315,-73.950943,POINT (-73.950943 40.721315),1
D-22-38,BROOKLYN,D,McCarren Park,22,1,"Cinnamon, White",1,NA,NA,NA,40.721258,-73.950799,POINT (-73.950799 40.721258),2
D-22-39,BROOKLYN,D,McCarren Park,22,1,"Cinnamon, White",1,NA,NA,NA,40.721217,-73.95077,POINT (-73.95077 40.721217),2
D-22-40,BROOKLYN,D,McCarren Park,22,2,White,1,NA,NA,Indifferent,40.721173,-73.950781,POINT (-73.950781 40.721173),3
D-22-41,BROOKLYN,D,McCarren Park,22,2,Cinnamon,2,NA,NA,Indifferent,40.721161,-73.950732,POINT (-73.950732 40.721161),1
D-22-42,BROOKLYN,D,McCarren Park,22,1,Gray,2,NA,NA,Indifferent,40.721124,-73.950797,POINT (-73.950797 40.721124),4
D-22-43,BROOKLYN,D,McCarren Park,22,1,White,2,10,NA,Indifferent,40.721026,-73.950765,POINT (-73.950765 40.721026),1
D-22-44,BROOKLYN,D,McCarren Park,22,1,"Cinnamon, White",1,NA,NA,Runs From,40.719376,-73.952326,POINT (-73.952326 40.719376),3
