"","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and_highlight_color","location","lat_long","long","lat","activity","reaction","sounds"
"515","41D-PM-1014-03","41D","2",2018-10-14,3,"1","1","White","Gray+White","1","POINT (-73.954959868822 40.7985404965582)",-73.954959868822,40.7985404965582,"1","0","0"
"516","16E-AM-1014-09","16E","1",2018-10-14,9,"1","1",NA,"Gray+","2","POINT (-73.9687847410656 40.778185700305)",-73.9687847410656,40.778185700305,"4","1","0"
"517","18G-PM-1013-02","18G","2",2018-10-13,2,"1","1",NA,"Gray+","1","POINT (-73.9659010238417 40.779168366621505)",-73.9659010238417,40.7791683666215,"2","0","0"
"518","7D-PM-1010-01","07D","2",2018-10-10,1,"1","1","White","Gray+White","1","POINT (-73.9749446629706 40.7720659696067)",-73.9749446629706,40.7720659696067,"1","0","0"
"519","8G-PM-1017-01","08G","2",2018-10-17,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.971322876671 40.7714145086361)",-73.971322876671,40.7714145086361,"3","1","0"
"520","4C-PM-1010-06","04C","2",2018-10-10,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9773821135611 40.7690453494383)",-73.9773821135611,40.7690453494383,"2","2","0"
"521","1C-PM-1013-06","01C","2",2018-10-13,6,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9793103340869 40.76782015359681)",-73.9793103340869,40.7678201535968,"3","0","0"
"522","14E-AM-1008-19","14E","1",2018-10-08,19,"1","1",NA,"Gray+","1","POINT (-73.970173142921 40.7762349924081)",-73.970173142921,40.7762349924081,"2","1","0"
"523","40G-AM-1007-02","40G","1",2018-10-07,2,"2","2","Gray","Cinnamon+Gray","2","POINT (-73.952526164386 40.7963759240504)",-73.952526164386,40.7963759240504,"1","1","0"
"524","2B-AM-1010-07","02B","1",2018-10-10,7,"1","1",NA,"Gray+","1","POINT (-73.9796383715206 40.7682477738244)",-73.9796383715206,40.7682477738244,"3","1","0"
"525","22G-AM-1018-05","22G","1",2018-10-18,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9632646049622 40.7817401292083)",-73.9632646049622,40.7817401292083,"3","1","0"
"526","23E-PM-1006-01","23E","2",2018-10-06,1,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9647284206644 40.7839611840884)",-73.9647284206644,40.7839611840884,"1","2","0"
"527","22G-AM-1018-02","22G","1",2018-10-18,2,"1","1",NA,"Gray+","1","POINT (-73.9635290751183 40.7820936628202)",-73.9635290751183,40.7820936628202,"1","2","1"
"528","16D-PM-1010-03","16D","2",2018-10-10,3,"1","1",NA,"Gray+","2","POINT (-73.9696360756453 40.7786545659072)",-73.9696360756453,40.7786545659072,"4","1","0"
"529","14D-AM-1014-16","14D","1",2018-10-14,16,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9709104380323 40.7769096957616)",-73.9709104380323,40.7769096957616,"4","1","0"
"530","11H-AM-1010-05","11H","1",2018-10-10,5,"1","1","White","Gray+White","1","POINT (-73.9685429060839 40.7724786961619)",-73.9685429060839,40.7724786961619,"5","1","0"
"531","19F-PM-1017-04","19F","2",2018-10-17,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9652584749758 40.7803011124382)",-73.9652584749758,40.7803011124382,"5","2","0"
"532","30A-AM-1010-01","30A","1",2018-10-10,1,"1","2","Gray","Cinnamon+Gray","2","POINT (-73.9650499507011 40.7908191782173)",-73.9650499507011,40.7908191782173,"1","2","0"
"533","2E-AM-1010-02","02E","1",2018-10-10,2,"1","1",NA,"Gray+","1","POINT (-73.9772396728545 40.7668696411765)",-73.9772396728545,40.7668696411765,"1","1","0"
"534","40D-PM-1013-05","40D","2",2018-10-13,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9561141662309 40.7976258458604)",-73.9561141662309,40.7976258458604,"1","2","0"
"535","11H-AM-1010-04","11H","1",2018-10-10,4,"0","1","White","Gray+White","0","POINT (-73.9682803241007 40.7724510558327)",-73.9682803241007,40.7724510558327,"3","0","0"
"536","41D-AM-1014-05","41D","1",2018-10-14,5,"1","1","Black","Gray+Black","1","POINT (-73.9553113771098 40.7978431980204)",-73.9553113771098,40.7978431980204,"3","1","0"
"537","6D-PM-1020-04","06D","2",2018-10-20,4,"0","1",NA,"Gray+","2","POINT (-73.9761440627966 40.7706035301542)",-73.9761440627966,40.7706035301542,"4","1","0"
"538","9C-PM-1006-01","09C","2",2018-10-06,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9746802194012 40.7731347452245)",-73.9746802194012,40.7731347452245,"2","2","0"
"539","35A-AM-1014-04","35A","1",2018-10-14,4,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9617612388703 40.7952875954297)",-73.9617612388703,40.7952875954297,"3","1","0"
"540","15C-PM-1017-03","15C","2",2018-10-17,3,"1","3",NA,"Black+","2","POINT (-73.9713487591577 40.7784353043714)",-73.9713487591577,40.7784353043714,"1","1","0"
"541","14E-AM-1008-06","14E","1",2018-10-08,6,"1","1",NA,"Gray+","1","POINT (-73.9701310753277 40.7768001008083)",-73.9701310753277,40.7768001008083,"3","1","0"
"542","16B-AM-1014-01","16B","1",2018-10-14,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9718474480919 40.7794963354254)",-73.9718474480919,40.7794963354254,"3","2","0"
"543","11A-PM-1013-01","11A","2",2018-10-13,1,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9756810453606 40.7756257458036)",-73.9756810453606,40.7756257458036,"2","1","0"
"544","33I-PM-1006-09","33I","2",2018-10-06,9,"1","3",NA,"Black+","1","POINT (-73.9547423290276 40.7899702628835)",-73.9547423290276,40.7899702628835,"3","1","0"
"545","38E-AM-1010-07","38E","1",2018-10-10,7,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9559677963727 40.7951124076946)",-73.9559677963727,40.7951124076946,"1","2","0"
"546","39B-PM-1014-03","39B","2",2018-10-14,3,"1","1",NA,"Gray+","1","POINT (-73.9584696083284 40.7980121226635)",-73.9584696083284,40.7980121226635,"2","1","0"
"547","36G-PM-1012-01","36G","2",2018-10-12,1,"1","1","White","Gray+White","1","POINT (-73.9549082481152 40.7933537584624)",-73.9549082481152,40.7933537584624,"0","0","0"
"548","14C-PM-1006-02","14C","2",2018-10-06,2,"1","1",NA,"Gray+","1","POINT (-73.9714465493257 40.7772135587308)",-73.9714465493257,40.7772135587308,"3","2","0"
"549","21F-PM-1018-03","21F","2",2018-10-18,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9643825381614 40.7815445841195)",-73.9643825381614,40.7815445841195,"3","0","0"
"550","21H-AM-1017-02","21H","1",2018-10-17,2,"1","2","Gray","Cinnamon+Gray","2","POINT (-73.9625416200877 40.78113023979121)",-73.9625416200877,40.7811302397912,"4","2","0"
"551","22F-AM-1007-02","22F","1",2018-10-07,2,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9638526062093 40.782693848993)",-73.9638526062093,40.782693848993,"0","1","0"
"552","5G-PM-1010-03","05G","2",2018-10-10,3,"1","1",NA,"Gray+","1","POINT (-73.973351945818 40.768814796037)",-73.973351945818,40.768814796037,"3","2","0"
"553","15F-AM-1007-02","15F","1",2018-10-07,2,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9685227310735 40.776599466588)",-73.9685227310735,40.776599466588,"1","2","0"
"554","13D-PM-1018-09","13D","2",2018-10-18,9,"1","1","White","Gray+White","1","POINT (-73.9721670042434 40.776085913838)",-73.9721670042434,40.776085913838,"1","1","0"
"555","3B-AM-1010-01","03B","1",2018-10-10,1,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9792153893146 40.7688272492961)",-73.9792153893146,40.7688272492961,"3","1","0"
"556","37D-PM-1014-05","37D","2",2018-10-14,5,"1","1",NA,"Gray+","1","POINT (-73.9579335275486 40.7953080673706)",-73.9579335275486,40.7953080673706,"3","2","0"
"557","14E-AM-1008-07","14E","1",2018-10-08,7,"1","1",NA,"Gray+","1","POINT (-73.9704166194815 40.7766720346576)",-73.9704166194815,40.7766720346576,"3","1","0"
"558","40B-PM-1014-01","40B","2",2018-10-14,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9573057686241 40.7985734105729)",-73.9573057686241,40.7985734105729,"3","1","0"
"559","41A-PM-1007-03","41A","2",2018-10-07,3,"1","1","White","Gray+White","2","POINT (-73.95819824864691 40.7992194575293)",-73.9581982486469,40.7992194575293,"1","0","0"
"560","3I-PM-1013-05","03I","2",2018-10-13,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.972467515471 40.7659131865172)",-73.972467515471,40.7659131865172,"1","1","0"
"561","16D-PM-1010-06","16D","2",2018-10-10,6,"1","1",NA,"Gray+","1","POINT (-73.9700330712119 40.7782913925727)",-73.9700330712119,40.7782913925727,"1","0","0"
"562","37E-PM-1006-08","37E","2",2018-10-06,8,"1","1",NA,"Gray+","1","POINT (-73.95700862122851 40.7946679755816)",-73.9570086212285,40.7946679755816,"3","1","0"
"563","33C-AM-1012-02","33C","1",2018-10-12,2,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9615402629655 40.7924082330328)",-73.9615402629655,40.7924082330328,"5","1","0"
"564","10F-AM-1007-01","10F","1",2018-10-07,1,"1","1",NA,"Gray+","2","POINT (-73.9708364583591 40.7723691587433)",-73.9708364583591,40.7723691587433,"4","0","0"
"565","9B-PM-1013-04","09B","2",2018-10-13,4,"2","1","Black","Gray+Black","2","POINT (-73.9756972647636 40.773624164826)",-73.9756972647636,40.773624164826,"4","1","0"
"566","1C-AM-1012-01","01C","1",2018-10-12,1,"1","1","Black, Cinnamon, White","Gray+Black, Cinnamon, White","1","POINT (-73.9799441493404 40.7671499997527)",-73.9799441493404,40.7671499997527,"1","2","0"
"567","7H-PM-1006-03","07H","2",2018-10-06,3,"1","1",NA,"Gray+","2","POINT (-73.9709040623777 40.7701163892686)",-73.9709040623777,40.7701163892686,"1","1","0"
"568","3F-AM-1006-09","03F","1",2018-10-06,9,"2","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9745227769788 40.76736182847821)",-73.9745227769788,40.7673618284782,"3","1","0"
"569","22D-PM-1012-05","22D","2",2018-10-12,5,"1","1","Black, Cinnamon, White","Gray+Black, Cinnamon, White","0","POINT (-73.9659549963516 40.7833659689194)",-73.9659549963516,40.7833659689194,"2","1","0"
"570","5C-PM-1010-10","05C","2",2018-10-10,10,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9763622269272 40.7704671295941)",-73.9763622269272,40.7704671295941,"2","3","0"
"571","17E-AM-1017-06","17E","1",2018-10-17,6,"1","1",NA,"Gray+","1","POINT (-73.9674688433583 40.7789728381912)",-73.9674688433583,40.7789728381912,"1","1","0"
"572","9G-PM-1007-05","09G","2",2018-10-07,5,"1","1","White","Gray+White","1","POINT (-73.9706360005275 40.7717074044466)",-73.9706360005275,40.7717074044466,"2","2","0"
"573","1D-PM-1007-03","01D","2",2018-10-07,3,"1","1","White","Gray+White","1","POINT (-73.9783366903829 40.7668300056094)",-73.9783366903829,40.7668300056094,"5","1","0"
"574","35A-AM-1014-06","35A","1",2018-10-14,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9622047677701 40.7945126358465)",-73.9622047677701,40.7945126358465,"5","1","0"
"575","42I-PM-1014-03","42I","2",2018-10-14,3,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9497217674555 40.796517007214)",-73.9497217674555,40.796517007214,"2","1","0"
"576","22C-PM-1006-05","22C","2",2018-10-06,5,"2","1",NA,"Gray+","1","POINT (-73.9671306431211 40.783887015905705)",-73.9671306431211,40.7838870159057,"2","0","0"
"577","4B-PM-1018-01","04B","2",2018-10-18,1,"1","1",NA,"Gray+","1","POINT (-73.9786714207307 40.7696870806229)",-73.9786714207307,40.7696870806229,"2","3","0"
"578","10B-PM-1014-03","10B","2",2018-10-14,3,"1","1","White","Gray+White","1","POINT (-73.9750992564362 40.7743391883762)",-73.9750992564362,40.7743391883762,"2","0","0"
"579","41D-PM-1014-01","41D","2",2018-10-14,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9556218199258 40.7980460204041)",-73.9556218199258,40.7980460204041,"2","2","0"
"580","25A-AM-1013-02","25A","1",2018-10-13,2,"0","1",NA,"Gray+","2","POINT (-73.9677779408464 40.7867482211349)",-73.9677779408464,40.7867482211349,"5","1","0"
"581","35A-PM-1013-12","35A","2",2018-10-13,12,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9612398509782 40.7950033150385)",-73.9612398509782,40.7950033150385,"1","2","0"
"582","3I-AM-1010-04","03I","1",2018-10-10,4,"1","1",NA,"Gray+","1","POINT (-73.9720553753548 40.7664488175384)",-73.9720553753548,40.7664488175384,"3","1","0"
"583","16D-PM-1010-04","16D","2",2018-10-10,4,"1","1",NA,"Gray+","1","POINT (-73.9700148248402 40.7787780193358)",-73.9700148248402,40.7787780193358,"2","1","0"
"584","2C-PM-1013-08","02C","2",2018-10-13,8,"1","1","White","Gray+White","1","POINT (-73.9789126088606 40.7685079149692)",-73.9789126088606,40.7685079149692,"0","3","0"
"585","7B-AM-1008-01","07B","1",2018-10-08,1,"1","1",NA,"Gray+","1","POINT (-73.9771843912229 40.77236663821251)",-73.9771843912229,40.7723666382125,"2","1","0"
"586","22F-AM-1007-07","22F","1",2018-10-07,7,"2","2","Gray","Cinnamon+Gray","2","POINT (-73.9646597452128 40.7827698220703)",-73.9646597452128,40.7827698220703,"4","0","0"
"587","6A-AM-1006-04","06A","1",2018-10-06,4,"1","1","White","Gray+White","1","POINT (-73.97826438139 40.7717086090782)",-73.97826438139,40.7717086090782,"5","0","0"
"588","6A-PM-1012-05","06A","2",2018-10-12,5,"1","2","White","Cinnamon+White","1","POINT (-73.9785133301426 40.7718260288338)",-73.9785133301426,40.7718260288338,"3","0","0"
"589","37G-PM-1007-03","37G","2",2018-10-07,3,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9543323786888 40.7943086530436)",-73.9543323786888,40.7943086530436,"2","0","0"
"590","13D-PM-1018-13","13D","2",2018-10-18,13,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9712256765283 40.7760942872488)",-73.9712256765283,40.7760942872488,"3","1","0"
"591","33E-AM-1014-02","33E","1",2018-10-14,2,"2","3",NA,"Black+","2","POINT (-73.9593352806175 40.7918150568046)",-73.9593352806175,40.7918150568046,"4","2","0"
"592","14B-PM-1014-06","14B","2",2018-10-14,6,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9727488640736 40.7781916780621)",-73.9727488640736,40.7781916780621,"0","3","0"
"593","7E-PM-1013-05","07E","2",2018-10-13,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9742804552383 40.7707167671865)",-73.9742804552383,40.7707167671865,"2","1","0"
"594","9A-AM-1013-11","09A","1",2018-10-13,11,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9769319450348 40.7743883576247)",-73.9769319450348,40.7743883576247,"1","1","0"
"595","11D-AM-1010-06","11D","1",2018-10-10,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.97182708203471 40.7748300991287)",-73.9718270820347,40.7748300991287,"2","1","0"
"596","18C-PM-1018-03","18C","2",2018-10-18,3,"2","1",NA,"Gray+","2","POINT (-73.9698196671161 40.7802972001469)",-73.9698196671161,40.7802972001469,"1","2","0"
"597","36I-PM-1007-05","36I","2",2018-10-07,5,"1","1",NA,"Gray+","1","POINT (-73.9530263552489 40.7920949788358)",-73.9530263552489,40.7920949788358,"3","1","0"
"598","1A-PM-1014-02","01A","2",2018-10-14,2,"1","2","White","Cinnamon+White","2","POINT (-73.9808202088503 40.7682921842325)",-73.9808202088503,40.7682921842325,"5","0","0"
"599","42G-PM-1014-01","42G","2",2018-10-14,1,"1","1","White","Gray+White","2","POINT (-73.9522291603405 40.7976985385835)",-73.9522291603405,40.7976985385835,"4","2","3"
"600","9I-PM-1010-07","09I","2",2018-10-10,7,"1","1","White","Gray+White","2","POINT (-73.9685751595485 40.7709413567859)",-73.9685751595485,40.7709413567859,"1","2","0"
"601","12C-AM-1013-02","12C","1",2018-10-13,2,"1","1",NA,"Gray+","1","POINT (-73.9721592378418 40.776034583573)",-73.9721592378418,40.776034583573,"5","1","1"
"602","37G-PM-1007-04","37G","2",2018-10-07,4,"0","2","Gray","Cinnamon+Gray","1","POINT (-73.9540908513075 40.794201225045)",-73.9540908513075,40.794201225045,"3","0","0"
"603","35E-AM-1020-03","35E","1",2018-10-20,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9573930079918 40.7934570294469)",-73.9573930079918,40.7934570294469,"3","1","0"
"604","8F-PM-1012-01","08F","2",2018-10-12,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.97175802286641 40.7715726159383)",-73.9717580228664,40.7715726159383,"2","0","0"
"605","5D-PM-1018-05","05D","2",2018-10-18,5,"2","1",NA,"Gray+","2","POINT (-73.9757249834141 40.7697032606755)",-73.9757249834141,40.7697032606755,"4","2","0"
"606","34I-PM-1010-06","34I","2",2018-10-10,6,"1","1",NA,"Gray+","0","POINT (-73.9547711796823 40.7908540751983)",-73.9547711796823,40.7908540751983,"3","0","0"
"607","33E-AM-1014-09","33E","1",2018-10-14,9,"2","3",NA,"Black+","2","POINT (-73.9589675995517 40.7913119223584)",-73.9589675995517,40.7913119223584,"5","1","0"
"608","16D-PM-1010-09","16D","2",2018-10-10,9,"1","1",NA,"Gray+","1","POINT (-73.9698762023146 40.77820556881131)",-73.9698762023146,40.7782055688113,"5","1","1"
"609","14H-AM-1007-01","14H","1",2018-10-07,1,"1","1",NA,"Gray+","2","POINT (-73.9671549566066 40.7751342870705)",-73.9671549566066,40.7751342870705,"1","1","0"
"610","13H-PM-1010-09","13H","2",2018-10-10,9,"1","1",NA,"Gray+","1","POINT (-73.96793990973822 40.7742813149957)",-73.9679399097382,40.7742813149957,"3","1","0"
"611","29C-AM-1007-03","29C","1",2018-10-07,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9629420113622 40.789133072717)",-73.9629420113622,40.789133072717,"1","2","0"
"612","12G-PM-1007-05","12G","2",2018-10-07,5,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9688466874605 40.7737911559867)",-73.9688466874605,40.7737911559867,"0","0","0"
"613","18H-PM-1014-03","18H","2",2018-10-14,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9642411990432 40.7779692777193)",-73.9642411990432,40.7779692777193,"3","1","0"
"614","15I-AM-1008-02","15I","1",2018-10-08,2,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9653279069888 40.7758743113817)",-73.9653279069888,40.7758743113817,"2","2","0"
"615","42C-AM-1007-04","42C","1",2018-10-07,4,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9556937218252 40.7990928062435)",-73.9556937218252,40.7990928062435,"0","1","0"
"616","38E-PM-1014-03","38E","2",2018-10-14,3,"0","1",NA,"Gray+","1","POINT (-73.9558809064648 40.7952765022241)",-73.9558809064648,40.7952765022241,"3","1","0"
"617","39C-AM-1017-04","39C","1",2018-10-17,4,"1","1",NA,"Gray+","1","POINT (-73.957976896139 40.797027128241005)",-73.957976896139,40.797027128241,"2","2","0"
"618","5C-PM-1010-04","05C","2",2018-10-10,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.97698874738522 40.7707561532949)",-73.9769887473852,40.7707561532949,"1","1","0"
"619","14I-PM-1018-06","14I","2",2018-10-18,6,"1","2","Black","Cinnamon+Black","2","POINT (-73.9655905300923 40.7752614638023)",-73.9655905300923,40.7752614638023,"1","1","0"
"620","32E-PM-1017-01","32E","2",2018-10-17,1,"1","1",NA,"Gray+","1","POINT (-73.9588886083793 40.7909991733435)",-73.9588886083793,40.7909991733435,"3","2","0"
"621","9B-PM-1013-01","09B","2",2018-10-13,1,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9754836796706 40.7738879545412)",-73.9754836796706,40.7738879545412,"0","1","0"
"622","26B-AM-1010-01","26B","1",2018-10-10,1,"1","1",NA,"Gray+","1","POINT (-73.9662939630722 40.7878502338031)",-73.9662939630722,40.7878502338031,"1","2","0"
"623","31D-AM-1014-02","31D","1",2018-10-14,2,"2","1","White","Gray+White","1","POINT (-73.9613051957306 40.7909351393505)",-73.9613051957306,40.7909351393505,"3","2","0"
"624","5C-PM-1010-11","05C","2",2018-10-10,11,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.97642353733221 40.770606513989)",-73.9764235373322,40.770606513989,"4","0","0"
"625","16C-AM-1014-04","16C","1",2018-10-14,4,"1","1","Black","Gray+Black","1","POINT (-73.9705053821577 40.7787503220242)",-73.9705053821577,40.7787503220242,"3","1","0"
"626","5D-PM-1018-04","05D","2",2018-10-18,4,"1","1","White","Gray+White","1","POINT (-73.9763791121438 40.770281512254)",-73.9763791121438,40.770281512254,"5","2","0"
"627","36B-PM-1013-03","36B","2",2018-10-13,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9600165785486 40.7952466761832)",-73.9600165785486,40.7952466761832,"1","2","0"
"628","40C-AM-1017-02","40C","1",2018-10-17,2,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9573724133264 40.7980080911115)",-73.9573724133264,40.7980080911115,"5","2","0"
"629","28I-AM-1013-01","28I","1",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9580109357087 40.7855654405447)",-73.9580109357087,40.7855654405447,"0","2","0"
"630","38F-AM-1018-04","38F","1",2018-10-18,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.95488778301362 40.7950157489103)",-73.9548877830136,40.7950157489103,"4","0","0"
"631","1F-AM-1010-01","01F","1",2018-10-10,1,"1","1",NA,"Gray+","1","POINT (-73.9767314435027 40.7661199889431)",-73.9767314435027,40.7661199889431,"2","1","0"
"632","26A-AM-1014-01","26A","1",2018-10-14,1,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9673243699918 40.7875392957722)",-73.9673243699918,40.7875392957722,"5","0","0"
"633","32E-AM-1007-05","32E","1",2018-10-07,5,"1","3",NA,"Black+","2","POINT (-73.9596375907038 40.79073477083531)",-73.9596375907038,40.7907347708353,"4","1","0"
"634","17F-PM-1020-04","17F","2",2018-10-20,4,"2","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9673235555321 40.7786749596774)",-73.9673235555321,40.7786749596774,"2","0","0"
"635","11A-PM-1013-03","11A","2",2018-10-13,3,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9757536187319 40.7755119810678)",-73.9757536187319,40.7755119810678,"2","1","0"
"636","17E-AM-1017-01","17E","1",2018-10-17,1,"1","1",NA,"Gray+","1","POINT (-73.9675047480308 40.7789234397249)",-73.9675047480308,40.7789234397249,"3","1","0"
"637","31I-PM-1019-02","31I","2",2018-10-19,2,"1","1",NA,"Gray+","1","POINT (-73.9562765288004 40.7880617963868)",-73.9562765288004,40.7880617963868,"3","1","0"
"638","32H-PM-1006-02","32H","2",2018-10-06,2,"0","1",NA,"Gray+","2","POINT (-73.9558589529608 40.7892400394941)",-73.9558589529608,40.7892400394941,"4","0","0"
"639","6A-PM-1012-07","06A","2",2018-10-12,7,"1","2","White","Cinnamon+White","1","POINT (-73.9785536529136 40.771618450500206)",-73.9785536529136,40.7716184505002,"5","1","0"
"640","17A-AM-1017-01","17A","1",2018-10-17,1,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9719036217446 40.7803588122409)",-73.9719036217446,40.7803588122409,"1","2","0"
"641","40C-AM-1017-07","40C","1",2018-10-17,7,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9568382279233 40.7975685470963)",-73.9568382279233,40.7975685470963,"3","1","0"
"642","8A-PM-1014-01","08A","2",2018-10-14,1,"1","1","White","Gray+White","1","POINT (-73.976730206737 40.773709213914)",-73.976730206737,40.773709213914,"4","2","1"
"643","13C-PM-1019-05","13C","2",2018-10-19,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.972212563004 40.7761311465857)",-73.972212563004,40.7761311465857,"2","3","0"
"644","4E-PM-1008-03","04E","2",2018-10-08,3,"1","1",NA,"Gray+","0","POINT (-73.9758152322587 40.7692377401467)",-73.9758152322587,40.7692377401467,"5","0","0"
"645","41E-PM-1013-05","41E","2",2018-10-13,5,"2","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.954092292214 40.7979800395433)",-73.954092292214,40.7979800395433,"2","0","0"
"646","3H-AM-1008-05","03H","1",2018-10-08,5,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9734762649298 40.7663703404546)",-73.9734762649298,40.7663703404546,"4","0","0"
"647","41E-AM-1007-02","41E","1",2018-10-07,2,"1","1",NA,"Gray+","1","POINT (-73.9539400028236 40.79800412717)",-73.9539400028236,40.79800412717,"3","2","0"
"648","40E-AM-1014-03","40E","1",2018-10-14,3,"1","1","White","Gray+White","1","POINT (-73.9554891003543 40.79687745996541)",-73.9554891003543,40.7968774599654,"4","1","0"
"649","2A-AM-1010-02","02A","1",2018-10-10,2,"0","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9809610117171 40.7683896665502)",-73.9809610117171,40.7683896665502,"2","2","0"
"650","3A-PM-1017-03","03A","2",2018-10-17,3,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9801661903932 40.7697950141751)",-73.9801661903932,40.7697950141751,"3","3","0"
"651","30I-PM-1006-02","30I","2",2018-10-06,2,"1","1",NA,"Gray+","1","POINT (-73.9570056123953 40.7878756067582)",-73.9570056123953,40.7878756067582,"1","2","0"
"652","17C-PM-1013-01","17C","2",2018-10-13,1,"1","1",NA,"Gray+","1","POINT (-73.9703401385684 40.7795238784266)",-73.9703401385684,40.7795238784266,"3","2","0"
"653","9A-AM-1013-04","09A","1",2018-10-13,4,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.976769659152 40.7741908010484)",-73.976769659152,40.7741908010484,"2","0","0"
"654","9E-PM-1014-02","09E","2",2018-10-14,2,"2","1","Black, Cinnamon","Gray+Black, Cinnamon","1","POINT (-73.9728783802067 40.7731671049246)",-73.9728783802067,40.7731671049246,"3","1","0"
"655","41D-AM-1014-02","41D","1",2018-10-14,2,"1","1",NA,"Gray+","2","POINT (-73.9553726714504 40.7987578541123)",-73.9553726714504,40.7987578541123,"0","1","0"
"656","14G-AM-1012-02","14G","1",2018-10-12,2,"0","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9679008849677 40.7759013923034)",-73.9679008849677,40.7759013923034,"4","1","0"
"657","7H-PM-1006-09","07H","2",2018-10-06,9,"1","3",NA,"Black+","1","POINT (-73.9704575848926 40.7693499326095)",-73.9704575848926,40.7693499326095,"2","3","0"
"658","38D-AM-1017-03","38D","1",2018-10-17,3,"1","1","White","Gray+White","1","POINT (-73.9572686979412 40.796268457326)",-73.9572686979412,40.796268457326,"3","0","0"
"659","22F-AM-1007-03","22F","1",2018-10-07,3,"1","2","Gray, White","Cinnamon+Gray, White","1","POINT (-73.9638298997554 40.7825966332367)",-73.9638298997554,40.7825966332367,"2","1","0"
"660","5I-AM-1010-01","05I","1",2018-10-10,1,"1","1",NA,"Gray+","1","POINT (-73.9700759073973 40.7680560871695)",-73.9700759073973,40.7680560871695,"1","1","0"
