"","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and_highlight_color","location","lat_long","long","lat","activity","reaction","sounds"
"1","37F-PM-1014-03","37F","2",2018-10-14,3,"0","0",NA,"+","0","POINT (-73.9561344937861 40.7940823884086)",-73.9561344937861,40.7940823884086,"0","0","0"
"2","21B-AM-1019-04","21B","1",2018-10-19,4,"0","0",NA,"+","0","POINT (-73.9688574691102 40.7837825208444)",-73.9688574691102,40.7837825208444,"0","0","0"
"3","11B-PM-1014-08","11B","2",2018-10-14,8,"0","1",NA,"Gray+","2","POINT (-73.97428114848522 40.775533619083)",-73.9742811484852,40.775533619083,"5","0","0"
"4","32E-PM-1017-14","32E","2",2018-10-17,14,"1","1",NA,"Gray+","0","POINT (-73.9596413903948 40.7903128889029)",-73.9596413903948,40.7903128889029,"2","2","0"
"5","13E-AM-1017-05","13E","1",2018-10-17,5,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9702676472613 40.7762126854894)",-73.9702676472613,40.7762126854894,"3","0","0"
"6","11H-AM-1010-03","11H","1",2018-10-10,3,"1","2","White","Cinnamon+White","0","POINT (-73.9683613516225 40.7725908847499)",-73.9683613516225,40.7725908847499,"3","1","0"
"7","36H-AM-1010-02","36H","1",2018-10-10,2,"1","1",NA,"Gray+","1","POINT (-73.9541201789795 40.7931811701082)",-73.9541201789795,40.7931811701082,"3","0","0"
"8","33F-AM-1008-02","33F","1",2018-10-08,2,"1","1",NA,"Gray+","1","POINT (-73.9582694312289 40.7917367820255)",-73.9582694312289,40.7917367820255,"3","1","0"
"9","21C-PM-1006-01","21C","2",2018-10-06,1,"1","1",NA,"Gray+","1","POINT (-73.9674285955293 40.7829723919744)",-73.9674285955293,40.7829723919744,"0","0","0"
"10","11D-AM-1010-03","11D","1",2018-10-10,3,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9722500196844 40.7742879599026)",-73.9722500196844,40.7742879599026,"4","1","0"
"11","20B-PM-1013-05","20B","2",2018-10-13,5,"1","1","White","Gray+White","1","POINT (-73.9695063535333 40.7823507678183)",-73.9695063535333,40.7823507678183,"3","1","0"
"12","22F-PM-1014-06","22F","2",2018-10-14,6,"1","1",NA,"Gray+","1","POINT (-73.9640032826529 40.7820309825448)",-73.9640032826529,40.7820309825448,"1","1","0"
"13","36I-PM-1007-01","36I","2",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9532170504865 40.7919669739962)",-73.9532170504865,40.7919669739962,"3","1","0"
"14","5C-PM-1010-09","05C","2",2018-10-10,9,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9768603630674 40.7702795904962)",-73.9768603630674,40.7702795904962,"1","0","0"
"15","7H-AM-1006-05","07H","1",2018-10-06,5,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9706105896967 40.7698124821507)",-73.9706105896967,40.7698124821507,"5","1","0"
"16","16C-PM-1018-03","16C","2",2018-10-18,3,"1","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.9703781726172 40.7787526130321)",-73.9703781726172,40.7787526130321,"1","1","0"
"17","14E-AM-1008-23","14E","1",2018-10-08,23,"1","1",NA,"Gray+","1","POINT (-73.9703925210471 40.7765032004992)",-73.9703925210471,40.7765032004992,"3","1","0"
"18","32A-PM-1013-03","32A","2",2018-10-13,3,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9638179439747 40.7924173263904)",-73.9638179439747,40.7924173263904,"2","1","0"
"19","33F-AM-1008-01","33F","1",2018-10-08,1,"1","1",NA,"Gray+","1","POINT (-73.9584070974734 40.7913812490557)",-73.9584070974734,40.7913812490557,"0","1","0"
"20","17F-AM-1007-07","17F","1",2018-10-07,7,"1","1","White","Gray+White","2","POINT (-73.9671130680114 40.7784859700171)",-73.9671130680114,40.7784859700171,"1","1","0"
"21","16I-AM-1008-01","16I","1",2018-10-08,1,"1","2","Gray, White","Cinnamon+Gray, White","1","POINT (-73.9649866016038 40.7764929694457)",-73.9649866016038,40.7764929694457,"3","1","0"
"22","12I-AM-1013-01","12I","1",2018-10-13,1,"1","2","White","Cinnamon+White","1","POINT (-73.9670628558161 40.77349914209411)",-73.9670628558161,40.7734991420941,"0","2","0"
"23","32F-PM-1008-07","32F","2",2018-10-08,7,"1","1",NA,"Gray+","1","POINT (-73.958736593111 40.7908524370626)",-73.958736593111,40.7908524370626,"1","1","0"
"24","25A-AM-1013-04","25A","1",2018-10-13,4,"0","1","White","Gray+White","1","POINT (-73.9671786715256 40.7867352791232)",-73.9671786715256,40.7867352791232,"3","2","0"
"25","15E-AM-1013-01","15E","1",2018-10-13,1,"1","1","White","Gray+White","1","POINT (-73.9692943291611 40.7769536102488)",-73.9692943291611,40.7769536102488,"1","0","0"
"26","39G-PM-1013-06","39G","2",2018-10-13,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9540054100539 40.7952445999836)",-73.9540054100539,40.7952445999836,"1","0","0"
"27","29I-PM-1007-01","29I","2",2018-10-07,1,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9576530157255 40.7868659490397)",-73.9576530157255,40.7868659490397,"2","0","0"
"28","7E-AM-1006-02","07E","1",2018-10-06,2,"1","1",NA,"Gray+","1","POINT (-73.9738033257473 40.7711846894166)",-73.9738033257473,40.7711846894166,"2","0","0"
"29","17C-PM-1013-05","17C","2",2018-10-13,5,"1","1",NA,"Gray+","1","POINT (-73.9704402681017 40.77989656212031)",-73.9704402681017,40.7798965621203,"2","1","0"
"30","10A-PM-1014-01","10A","2",2018-10-14,1,"1","1","Black, Cinnamon, White","Gray+Black, Cinnamon, White","1","POINT (-73.9756976076707 40.7753897331918)",-73.9756976076707,40.7753897331918,"3","1","0"
"31","28A-PM-1007-05","28A","2",2018-10-07,5,"1","2",NA,"Cinnamon+","1","POINT (-73.9662438996681 40.7890381809441)",-73.9662438996681,40.7890381809441,"1","2","0"
"32","22F-PM-1014-05","22F","2",2018-10-14,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9643153920428 40.7820818516957)",-73.9643153920428,40.7820818516957,"0","0","0"
"33","12B-AM-1007-01","12B","1",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9742073452913 40.7757957380463)",-73.9742073452913,40.7757957380463,"5","1","0"
"34","18A-PM-1018-01","18A","2",2018-10-18,1,"1","1",NA,"Gray+","2","POINT (-73.9716147061553 40.7813911036179)",-73.9716147061553,40.7813911036179,"4","0","0"
"35","33H-AM-1019-02","33H","1",2018-10-19,2,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9565700386162 40.7902561000937)",-73.9565700386162,40.7902561000937,"0","0","0"
"36","36H-PM-1008-02","36H","2",2018-10-08,2,"1","1",NA,"Gray+","1","POINT (-73.9535410657077 40.79287117600611)",-73.9535410657077,40.7928711760061,"3","1","0"
"37","29C-AM-1007-06","29C","1",2018-10-07,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9639159298446 40.7891774637988)",-73.9639159298446,40.7891774637988,"1","2","0"
"38","38C-PM-1014-09","38C","2",2018-10-14,9,"1","3",NA,"Black+","1","POINT (-73.9579564338627 40.7959337795027)",-73.9579564338627,40.7959337795027,"2","3","0"
"39","31H-PM-1008-02","31H","2",2018-10-08,2,"2","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9574648097543 40.78925084286221)",-73.9574648097543,40.7892508428622,"1","1","0"
"40","8H-AM-1017-06","08H","1",2018-10-17,6,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.970252675331 40.77059995882221)",-73.970252675331,40.7705999588222,"5","1","0"
"41","34F-AM-1007-01","34F","1",2018-10-07,1,"1","1","White","Gray+White","2","POINT (-73.9579645940414 40.7918613498407)",-73.9579645940414,40.7918613498407,"1","2","0"
"42","13H-PM-1010-02","13H","2",2018-10-10,2,"1","1",NA,"Gray+","2","POINT (-73.9673253417305 40.7749505252981)",-73.9673253417305,40.7749505252981,"3","1","0"
"43","32E-AM-1007-13","32E","1",2018-10-07,13,"1","1",NA,"Gray+","2","POINT (-73.9595933195409 40.7905847332369)",-73.9595933195409,40.7905847332369,"4","0","0"
"44","35C-AM-1007-05","35C","1",2018-10-07,5,"1","1",NA,"Gray+","2","POINT (-73.9602222116708 40.793779699421)",-73.9602222116708,40.793779699421,"4","0","0"
"45","35C-PM-1013-03","35C","2",2018-10-13,3,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9602609920814 40.79428830455661)",-73.9602609920814,40.7942883045566,"3","2","0"
"46","17E-AM-1017-05","17E","1",2018-10-17,5,"1","3",NA,"Black+","2","POINT (-73.9680635070949 40.779249873647)",-73.9680635070949,40.779249873647,"3","1","0"
"47","2B-PM-1013-01","02B","2",2018-10-13,1,"1","1","White","Gray+White","1","POINT (-73.9801666435401 40.7686905339212)",-73.9801666435401,40.7686905339212,"1","0","0"
"48","19D-AM-1007-01","19D","1",2018-10-07,1,"2","1",NA,"Gray+","1","POINT (-73.9675634326877 40.7813477352507)",-73.9675634326877,40.7813477352507,"4","0","0"
"49","40B-AM-1019-03","40B","1",2018-10-19,3,"2","1","White","Gray+White","1","POINT (-73.9584970643213 40.7982886348696)",-73.9584970643213,40.7982886348696,"1","3","0"
"50","3E-PM-1008-07","03E","2",2018-10-08,7,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9760298241178 40.7681954366911)",-73.9760298241178,40.7681954366911,"2","1","0"
"51","39C-PM-1006-01","39C","2",2018-10-06,1,"1","1",NA,"Gray+","1","POINT (-73.9568802149818 40.7972399133816)",-73.9568802149818,40.7972399133816,"1","1","0"
"52","6G-AM-1008-02","06G","1",2018-10-08,2,"2","1",NA,"Gray+","1","POINT (-73.9724642436394 40.7690526441109)",-73.9724642436394,40.7690526441109,"3","1","0"
"53","14F-AM-1007-05","14F","1",2018-10-07,5,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9690175838534 40.7760432720017)",-73.9690175838534,40.7760432720017,"2","1","0"
"54","6I-PM-1013-06","06I","2",2018-10-13,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9704082821356 40.7690280985956)",-73.9704082821356,40.7690280985956,"0","0","0"
"55","15F-PM-1010-05","15F","2",2018-10-10,5,"1","1",NA,"Gray+","1","POINT (-73.9684910712272 40.7768811640021)",-73.9684910712272,40.7768811640021,"3","1","0"
"56","8B-PM-1012-02","08B","2",2018-10-12,2,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9768674812942 40.7735232648872)",-73.9768674812942,40.7735232648872,"3","2","0"
"57","3A-PM-1017-06","03A","2",2018-10-17,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9797084866613 40.7698885241349)",-73.9797084866613,40.7698885241349,"3","2","0"
"58","36I-AM-1017-02","36I","1",2018-10-17,2,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.952819267977 40.7923130402793)",-73.952819267977,40.7923130402793,"3","1","0"
"59","5E-AM-1008-06","05E","1",2018-10-08,6,"1","2","White","Cinnamon+White","1","POINT (-73.9745630038492 40.7692602628745)",-73.9745630038492,40.7692602628745,"1","3","0"
"60","32E-PM-1017-13","32E","2",2018-10-17,13,"1","1",NA,"Gray+","0","POINT (-73.9595002339508 40.7903365788694)",-73.9595002339508,40.7903365788694,"2","1","0"
"61","5F-PM-1007-03","05F","2",2018-10-07,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9741824992294 40.7689486657963)",-73.9741824992294,40.7689486657963,"0","1","0"
"62","11B-PM-1014-05","11B","2",2018-10-14,5,"1","1",NA,"Gray+","1","POINT (-73.9749243901189 40.7761393551781)",-73.9749243901189,40.7761393551781,"3","1","0"
"63","16E-PM-1018-06","16E","2",2018-10-18,6,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.968381325559 40.7780143443779)",-73.968381325559,40.7780143443779,"3","1","0"
"64","13F-AM-1007-02","13F","1",2018-10-07,2,"1","2","White","Cinnamon+White","0","POINT (-73.96942403275091 40.7755898126674)",-73.9694240327509,40.7755898126674,"2","1","0"
"65","20B-PM-1013-10","20B","2",2018-10-13,10,"1","1","White","Gray+White","1","POINT (-73.9689000978955 40.7828364735236)",-73.9689000978955,40.7828364735236,"3","1","0"
"66","3A-PM-1017-05","03A","2",2018-10-17,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9804528867547 40.76967536559861)",-73.9804528867547,40.7696753655986,"3","0","0"
"67","29H-PM-1006-01","29H","2",2018-10-06,1,"1","1",NA,"Gray+","2","POINT (-73.9576245992455 40.7873862510001)",-73.9576245992455,40.7873862510001,"4","1","0"
"68","23C-PM-1014-03","23C","2",2018-10-14,3,"1","1",NA,"Gray+","2","POINT (-73.9666007935638 40.7845098131567)",-73.9666007935638,40.7845098131567,"5","0","0"
"69","33C-PM-1007-03","33C","2",2018-10-07,3,"1","1","White","Gray+White","1","POINT (-73.96148483609 40.7922645521905)",-73.96148483609,40.7922645521905,"3","1","0"
"70","38G-PM-1020-09","38G","2",2018-10-20,9,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9546654184146 40.7947639241491)",-73.9546654184146,40.7947639241491,"2","1","0"
"71","16G-PM-1017-01","16G","2",2018-10-17,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9667114027214 40.7768804702473)",-73.9667114027214,40.7768804702473,"3","1","0"
"72","36I-PM-1007-07","36I","2",2018-10-07,7,"1","1",NA,"Gray+","1","POINT (-73.9530035564643 40.7921822457613)",-73.9530035564643,40.7921822457613,"3","1","0"
"73","35A-AM-1014-03","35A","1",2018-10-14,3,"1","1","White","Gray+White","1","POINT (-73.9615696577673 40.7951278622399)",-73.9615696577673,40.7951278622399,"3","1","0"
"74","28C-PM-1006-01","28C","2",2018-10-06,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.964474836001 40.7883840104749)",-73.964474836001,40.7883840104749,"0","2","0"
"75","32D-AM-1013-06","32D","1",2018-10-13,6,"1","2",NA,"Cinnamon+","1","POINT (-73.9610705592868 40.7914829661051)",-73.9610705592868,40.7914829661051,"1","3","0"
"76","22A-AM-1008-05","22A","1",2018-10-08,5,"1","1","White","Gray+White","2","POINT (-73.9688454483585 40.7845301288163)",-73.9688454483585,40.7845301288163,"2","2","0"
"77","40B-PM-1014-06","40B","2",2018-10-14,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9578237168359 40.7980959471034)",-73.9578237168359,40.7980959471034,"1","1","0"
"78","19C-PM-1018-01","19C","2",2018-10-18,1,"1","1","White","Gray+White","1","POINT (-73.9688271202401 40.7809719445309)",-73.9688271202401,40.7809719445309,"1","1","0"
"79","35A-PM-1013-06","35A","2",2018-10-13,6,"1","2",NA,"Cinnamon+","1","POINT (-73.9617088749928 40.7944585082367)",-73.9617088749928,40.7944585082367,"1","2","0"
"80","14E-AM-1008-09","14E","1",2018-10-08,9,"1","1",NA,"Gray+","1","POINT (-73.9701824825872 40.7766530579293)",-73.9701824825872,40.7766530579293,"1","2","1"
"81","15G-PM-1019-05","15G","2",2018-10-19,5,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9676410497481 40.7766043512974)",-73.9676410497481,40.7766043512974,"4","0","0"
"82","10F-AM-1007-02","10F","1",2018-10-07,2,"1","1",NA,"Gray+","2","POINT (-73.9708726050721 40.7723572030236)",-73.9708726050721,40.7723572030236,"4","0","0"
"83","42E-PM-1012-06","42E","2",2018-10-12,6,"1","2","Gray, White","Cinnamon+Gray, White","1","POINT (-73.9541453465817 40.79821622237641)",-73.9541453465817,40.7982162223764,"1","2","0"
"84","22B-AM-1013-04","22B","1",2018-10-13,4,"1","2",NA,"Cinnamon+","1","POINT (-73.9683608295976 40.7842927405327)",-73.9683608295976,40.7842927405327,"3","2","0"
"85","15F-PM-1010-06","15F","2",2018-10-10,6,"1","1",NA,"Gray+","1","POINT (-73.968052057989 40.777338666528)",-73.968052057989,40.777338666528,"3","1","0"
"86","5A-AM-1006-05","05A","1",2018-10-06,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9787180870736 40.7715877863274)",-73.9787180870736,40.7715877863274,"3","2","0"
"87","32H-PM-1006-01","32H","2",2018-10-06,1,"0","1",NA,"Gray+","2","POINT (-73.9565905868276 40.7895654068546)",-73.9565905868276,40.7895654068546,"4","0","0"
"88","42C-AM-1007-02","42C","1",2018-10-07,2,"0","0",NA,"+","0","POINT (-73.9565759733611 40.7992461674802)",-73.9565759733611,40.7992461674802,"0","0","2"
"89","41D-AM-1014-01","41D","1",2018-10-14,1,"1","1","Black","Gray+Black","1","POINT (-73.9551539498306 40.7987384656256)",-73.9551539498306,40.7987384656256,"3","1","0"
"90","21G-PM-1007-01","21G","2",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9641971813967 40.7813537959435)",-73.9641971813967,40.7813537959435,"2","1","0"
"91","14E-AM-1008-02","14E","1",2018-10-08,2,"1","1",NA,"Gray+","1","POINT (-73.9692883970928 40.7768553703082)",-73.9692883970928,40.7768553703082,"1","2","0"
"92","7H-PM-1006-04","07H","2",2018-10-06,4,"1","1",NA,"Gray+","2","POINT (-73.9708549670788 40.7699587019058)",-73.9708549670788,40.7699587019058,"0","1","0"
"93","22F-AM-1007-01","22F","1",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9639744005647 40.7825111950764)",-73.9639744005647,40.7825111950764,"4","1","0"
"94","7F-AM-1008-16","07F","1",2018-10-08,16,"2","1",NA,"Gray+","2","POINT (-73.9730277911422 40.7712145488828)",-73.9730277911422,40.7712145488828,"0","2","0"
"95","10F-PM-1019-05","10F","2",2018-10-19,5,"1","3",NA,"Black+","2","POINT (-73.9710541405708 40.7724691605718)",-73.9710541405708,40.7724691605718,"4","1","0"
"96","10A-AM-1006-04","10A","1",2018-10-06,4,"2","1",NA,"Gray+","2","POINT (-73.9761592532482 40.7747213585387)",-73.9761592532482,40.7747213585387,"0","0","0"
"97","38F-PM-1013-05","38F","2",2018-10-13,5,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9544007658685 40.7950689723135)",-73.9544007658685,40.7950689723135,"3","0","1"
"98","41B-PM-1014-01","41B","2",2018-10-14,1,"1","1","White","Gray+White","2","POINT (-73.9575986161364 40.799368134968)",-73.9575986161364,40.799368134968,"4","2","0"
"99","36A-PM-1013-07","36A","2",2018-10-13,7,"0","1",NA,"Gray+","1","POINT (-73.9607701370443 40.7955418990855)",-73.9607701370443,40.7955418990855,"5","2","0"
"100","5C-AM-1006-05","05C","1",2018-10-06,5,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9764036522984 40.7705846185121)",-73.9764036522984,40.7705846185121,"3","1","0"
"101","32E-PM-1017-03","32E","2",2018-10-17,3,"1","1",NA,"Gray+","2","POINT (-73.9589249555235 40.7908193284981)",-73.9589249555235,40.7908193284981,"2","1","0"
"102","31A-PM-1017-04","31A","2",2018-10-17,4,"1","1","White","Gray+White","1","POINT (-73.9634623418761 40.7917685404482)",-73.9634623418761,40.7917685404482,"2","0","0"
"103","42G-AM-1018-03","42G","1",2018-10-18,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9521110154872 40.7978449143313)",-73.9521110154872,40.7978449143313,"1","2","0"
"104","37D-PM-1014-04","37D","2",2018-10-14,4,"1","1",NA,"Gray+","1","POINT (-73.9574809028248 40.7950013620207)",-73.9574809028248,40.7950013620207,"5","2","0"
"105","37E-PM-1006-03","37E","2",2018-10-06,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9570437717691 40.794850940803904)",-73.9570437717691,40.7948509408039,"1","2","0"
"106","24B-AM-1013-01","24B","1",2018-10-13,1,"0","1",NA,"Gray+","2","POINT (-73.967097592707 40.7854119342538)",-73.967097592707,40.7854119342538,"1","2","0"
"107","7G-AM-1010-02","07G","1",2018-10-10,2,"1","1",NA,"Gray+","2","POINT (-73.9711318790279 40.7701941550273)",-73.9711318790279,40.7701941550273,"1","2","0"
"108","5C-PM-1010-13","05C","2",2018-10-10,13,"1","1","White","Gray+White","2","POINT (-73.9763243383771 40.7705409315703)",-73.9763243383771,40.7705409315703,"4","0","0"
"109","15I-AM-1008-01","15I","1",2018-10-08,1,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9651754464439 40.7755181941559)",-73.9651754464439,40.7755181941559,"4","1","0"
"110","19B-PM-1018-01","19B","2",2018-10-18,1,"1","1","Black, Cinnamon, White","Gray+Black, Cinnamon, White","2","POINT (-73.9700100617602 40.7815739959357)",-73.9700100617602,40.7815739959357,"1","0","0"
"111","13D-PM-1018-10","13D","2",2018-10-18,10,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.971905618214 40.776238547063)",-73.971905618214,40.776238547063,"3","1","0"
"112","36I-PM-1007-10","36I","2",2018-10-07,10,"2","1","White","Gray+White","1","POINT (-73.9530040923555 40.7922896176936)",-73.9530040923555,40.7922896176936,"2","1","0"
"113","41B-AM-1010-06","41B","1",2018-10-10,6,"1","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.9572093760529 40.7988487300216)",-73.9572093760529,40.7988487300216,"4","0","0"
"114","35B-AM-1010-01","35B","1",2018-10-10,1,"1","1",NA,"Gray+","1","POINT (-73.9607746337979 40.793958106938206)",-73.9607746337979,40.7939581069382,"0","1","0"
"115","40D-PM-1013-01","40D","2",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9566346046453 40.7973923396512)",-73.9566346046453,40.7973923396512,"1","0","0"
"116","38B-PM-1018-02","38B","2",2018-10-18,2,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9592038887673 40.796382675378)",-73.9592038887673,40.796382675378,"3","0","0"
"117","40I-AM-1018-01","40I","1",2018-10-18,1,"1","2",NA,"Cinnamon+","1","POINT (-73.9511118711108 40.7950813345902)",-73.9511118711108,40.7950813345902,"1","0","0"
"118","7B-AM-1008-10","07B","1",2018-10-08,10,"1","1",NA,"Gray+","1","POINT (-73.9769939796382 40.7729537573035)",-73.9769939796382,40.7729537573035,"3","1","0"
"119","13D-AM-1014-08","13D","1",2018-10-14,8,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9712527809516 40.7763310392591)",-73.9712527809516,40.7763310392591,"3","2","0"
"120","16G-AM-1010-03","16G","1",2018-10-10,3,"1","1","White","Gray+White","1","POINT (-73.9671147090087 40.7772624641112)",-73.9671147090087,40.7772624641112,"3","2","1"
"121","40A-AM-1010-03","40A","1",2018-10-10,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9588660250232 40.7982597947515)",-73.9588660250232,40.7982597947515,"2","1","0"
"122","15I-PM-1012-07","15I","2",2018-10-12,7,"1","2",NA,"Cinnamon+","1","POINT (-73.9651601541795 40.7761841788025)",-73.9651601541795,40.7761841788025,"1","0","0"
"123","3B-PM-1007-11","03B","2",2018-10-07,11,"1","1",NA,"Gray+","2","POINT (-73.9792155473689 40.7693711799946)",-73.9792155473689,40.7693711799946,"4","0","0"
"124","21D-AM-1008-02","21D","1",2018-10-08,2,"1","1",NA,"Gray+","1","POINT (-73.9664100504436 40.7828778892276)",-73.9664100504436,40.7828778892276,"3","1","0"
"125","10B-PM-1014-05","10B","2",2018-10-14,5,"1","1","White","Gray+White","1","POINT (-73.9746229094643 40.7748467061969)",-73.9746229094643,40.7748467061969,"2","0","0"
"126","13E-PM-1008-07","13E","2",2018-10-08,7,"1","1",NA,"Gray+","1","POINT (-73.9705092958892 40.7761092972965)",-73.9705092958892,40.7761092972965,"2","1","0"
"127","41A-PM-1007-06","41A","2",2018-10-07,6,"1","3",NA,"Black+","1","POINT (-73.9581655949437 40.7997708190022)",-73.9581655949437,40.7997708190022,"1","2","0"
"128","2F-AM-1006-05","02F","1",2018-10-06,5,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9755560786227 40.7662992317575)",-73.9755560786227,40.7662992317575,"3","0","0"
"129","20B-AM-1007-01","20B","1",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9696433533986 40.7828208083804)",-73.9696433533986,40.7828208083804,"3","1","0"
"130","26A-PM-1006-06","26A","2",2018-10-06,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9664711607022 40.787896428768)",-73.9664711607022,40.787896428768,"4","0","0"
"131","35E-PM-1006-07","35E","2",2018-10-06,7,"1","1",NA,"Gray+","1","POINT (-73.9575943815564 40.7933755266787)",-73.9575943815564,40.7933755266787,"3","1","0"
"132","11G-PM-1013-01","11G","2",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9694168118643 40.7728877377977)",-73.9694168118643,40.7728877377977,"4","2","0"
"133","36I-PM-1007-13","36I","2",2018-10-07,13,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9528682507794 40.7925807808307)",-73.9528682507794,40.7925807808307,"2","3","0"
"134","7A-AM-1006-01","07A","1",2018-10-06,1,"1","1","White","Gray+White","2","POINT (-73.9782417115139 40.7724665036447)",-73.9782417115139,40.7724665036447,"3","0","2"
"135","7G-PM-1018-03","07G","2",2018-10-18,3,"1","1",NA,"Gray+","1","POINT (-73.9721442939797 40.7700750802317)",-73.9721442939797,40.7700750802317,"3","0","0"
"136","14E-AM-1008-05","14E","1",2018-10-08,5,"1","1",NA,"Gray+","2","POINT (-73.969847380865 40.7769884612305)",-73.969847380865,40.7769884612305,"4","1","0"
"137","3D-PM-1010-03","03D","2",2018-10-10,3,"1","2","White","Cinnamon+White","1","POINT (-73.97686527856641 40.7684838168207)",-73.9768652785664,40.7684838168207,"0","0","0"
"138","35D-PM-1013-09","35D","2",2018-10-13,9,"1","1","White","Gray+White","1","POINT (-73.9590992841423 40.793758098573)",-73.9590992841423,40.793758098573,"3","1","0"
"139","7F-PM-1012-01","07F","2",2018-10-12,1,"1","1",NA,"Gray+","1","POINT (-73.9724063986771 40.7705711897977)",-73.9724063986771,40.7705711897977,"1","1","0"
"140","18G-PM-1013-01","18G","2",2018-10-13,1,"1","1","White","Gray+White","1","POINT (-73.9661361310677 40.7787872561177)",-73.9661361310677,40.7787872561177,"2","2","0"
"141","6F-PM-1008-01","06F","2",2018-10-08,1,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9730750601212 40.7701304211944)",-73.9730750601212,40.7701304211944,"5","0","0"
"142","9F-AM-1013-04","09F","1",2018-10-13,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.971970670614 40.7720868124544)",-73.971970670614,40.7720868124544,"3","0","0"
"143","38E-AM-1010-09","38E","1",2018-10-10,9,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.95621174551 40.7951044378207)",-73.95621174551,40.7951044378207,"3","1","0"
"144","33G-AM-1013-02","33G","1",2018-10-13,2,"1","1",NA,"Gray+","2","POINT (-73.9564023626619 40.7905423546155)",-73.9564023626619,40.7905423546155,"4","1","0"
"145","39G-AM-1018-01","39G","1",2018-10-18,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9532620128307 40.7952475548048)",-73.9532620128307,40.7952475548048,"0","0","0"
"146","32G-PM-1013-03","32G","2",2018-10-13,3,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9576349321357 40.7904409912437)",-73.9576349321357,40.7904409912437,"3","1","0"
